L101_volume,L102_volume,L103_volume,L104_volume,L106_volume,L107_volume,L108_volume,L101_occupancy,L102_occupancy,L103_occupancy,L104_occupancy,L106_occupancy,L107_occupancy,L108_occupancy,DAY,MIN.3.TIME
103,75,87,65,88,63,76,63.195,100,47.445,100,65.16,29.73,26.38,3,313
109,79,89,57,125,84,70,69.1,100,78.745,100,23.23,15.355,50.595,3,314
64,73,98,45,147,79,68,85.835,100,62.605,100,29.925,20.275,15.75,3,315
57,80,98,57,142,85,87,88.79,98.825,66.735,100,36.62,23.625,17.915,3,316
65,88,94,56,138,75,80,84.065,100,68.905,100,30.71,14.57,23.62,3,317
63,107,91,64,141,79,62,92.92,96.065,75.99,100,27.76,13.39,23.82,3,318
65,101,112,77,139,82,75,94.105,75.985,71.855,100,29.725,11.42,22.44,3,319
68,110,103,65,124,89,77,92.92,42.13,41.345,100,36.42,19.685,22.245,3,320
73,81,80,52,130,69,76,66.34,41.735,35.635,100,29.925,11.415,14.175,3,321
110,90,94,50,143,85,82,46.66,22.44,24.805,100,25.005,21.46,29.135,3,322
87,94,106,55,126,64,74,50.99,17.325,24.21,100,29.925,49.805,12.6,3,323
100,107,88,51,130,76,74,55.32,29.14,52.17,100,28.155,64.57,18.115,3,324
81,97,102,50,133,87,68,68.315,26.185,42.13,100,29.53,41.93,21.85,3,325
115,97,98,61,131,75,76,55.91,16.145,61.225,100,25.2,47.05,16.145,3,326
111,103,101,75,123,84,80,59.85,15.945,49.61,80.71,40.16,50.595,25.2,3,327
96,104,103,91,138,84,71,75.99,19.49,21.065,100,29.14,37.8,12.01,3,328
89,109,91,52,136,88,62,86.62,21.855,32.875,100,24.215,37.405,10.24,3,329
83,95,90,69,123,68,64,80.915,22.64,24.805,100,19.885,36.42,10.83,3,330
85,108,89,49,144,73,70,77.17,53.155,42.52,100,20.675,26.575,14.17,3,331
81,106,90,79,138,68,68,77.96,36.03,22.835,100,23.43,25,23.625,3,332
93,97,100,67,118,89,77,65.165,26.77,44.885,100,23.82,16.735,12.8,3,333
102,117,97,93.11,114,83,69,73.43,30.905,34.845,100,24.215,14.96,11.025,3,334
93,102,90,63,128,73,60,71.66,25.395,42.13,95.87,34.45,10.63,9.45,3,335
87,98,101,65,107,83,67,75.595,15.95,36.62,89.375,40.16,12.6,10.235,3,336
107,90,100,60,135,89,75,62.21,25.79,44.49,100,38.19,15.75,17.325,3,337
96,116,110,58,133,76,77,63.195,27.365,61.225,100,20.085,21.26,15.36,3,338
102,86,83,58,135,75,78,61.425,24.215,21.26,100,25.395,12.6,20.47,3,339
101,89,89,55,131,76,59,46.66,45.28,52.17,100,22.835,12.405,9.055,3,340
95,71,99,55,132,75,69,14.175,56.695,28.74,100,22.245,10.83,22.05,3,341
107,108,83,42,109,71,65,25.2,72.84,15.945,100,18.11,11.415,19.095,3,342
94,90,86,55,141,80,74,34.255,74.415,44.1,100,21.85,11.81,30.315,3,343
74,106,89,68,118,90,80,40.16,62.8,48.035,100,36.62,19.095,34.06,3,344
100,95,93,67,142,89,81,38.785,24.61,29.335,100,25.2,18.305,18.505,3,345
75,96,91,50,145,66,61,15.16,28.545,38.98,100,29.135,9.45,10.24,3,346
116,98,80,72,117,81,68,21.065,39.765,33.665,100,25,19.49,20.67,3,347
81,92,76,63,128,80,61,23.82,45.675,42.525,100,36.225,18.115,25.595,3,348
92,100,86,72,117,91,74,22.64,39.375,47.445,100,28.35,25,23.23,3,349
90,99,99,64,126,78,73,13.385,46.855,32.09,100,27.17,19.49,33.665,3,350
108,95,90,67,126,78,75,22.835,42.72,31.105,100,24.015,19.88,32.285,3,351
95,101,92,54,105,79,77,26.775,57.68,18.705,100,19.49,13.58,25.985,3,352
91,94,93,66,130,75,69,26.18,79.925,19.885,100,37.8,19.88,24.61,3,353
98,81,80,52,110,72,71,24.805,58.075,62.015,100,25.395,17.52,34.845,3,354
95,90,85,63,128,76,88,16.93,47.445,60.44,100,27.955,19.295,39.37,3,355
103,98,83,66,127,75,80,20.87,57.29,77.365,100,49.41,49.22,23.035,3,356
90,93,96,68,106,77,87,14.96,50,81.5,100,79.93,49.61,31.695,3,357
98,95,92,46,108,71,86,27.365,50.79,72.445,100,40.36,15.945,41.145,3,358
109,100,134,69,131,77,68,19.29,53.55,43.51,100,36.22,16.14,26.58,3,359
102,97,131,52,138,87,82,34.06,93.51,70.28,90.75,31.3,24.605,46.855,3,360
108,98,144,48,123,66,67,25.595,99.805,67.92,100,32.48,13.98,24.215,3,361
103,84,120,55,107,84,100,16.34,100,83.865,100,37.405,22.835,34.45,3,362
94,75,140,79,124,78,79,22.64,100,37.995,100,43.115,13.78,23.035,3,363
105,94,131,78,125,69,73,41.735,89.965,59.455,73.63,30.12,29.53,35.24,3,364
101,95,123,55,109,71,78,44.495,96.655,37.01,100,23.82,45.475,41.345,3,365
92,102,121,48,133,83,72,33.075,98.625,40.555,100,30.12,69.89,20.67,3,366
75,84,132,52,119,74,72,81.305,100,33.47,100,26.58,36.025,27.17,3,367
99,84,115,55,114,77,77,75.4,100,26.58,100,20.87,43.9,23.425,3,368
119,82,128,59,129,67,63,51.78,98.43,41.93,100,31.3,58.665,33.07,3,369
87,85,96,50,128,69,61,37.6,100,42.72,100,46.655,26.185,11.22,3,370
102,91,96,52,117,81,81,27.365,98.43,42.52,100,22.05,16.535,29.135,3,371
102,71,91,47,122,86,82,35.63,100,31.105,100,32.68,16.535,19.095,3,372
101,83,79,50,139,72,74,22.05,100,63.195,100,45.085,21.065,47.05,3,373
107,94,78,47,115,86,69,20.475,98.035,63.98,100,62.605,20.275,66.935,3,374
108,98,99,42,123,83,72,18.505,90.555,81.89,100,33.86,28.15,86.62,3,375
101,89,116,53,133,84,82,25.395,100,92.525,100,46.265,19.295,65.755,3,376
103,89,125,67,98,73,72,34.45,100,96.46,100,43.51,39.375,75.005,3,377
84,79,129,51,126,85,90,27.36,100,77.17,100,43.31,47.445,52.56,3,378
116,94,124,48,119,79,112,31.695,93.115,83.08,100,20.275,70.675,58.665,3,379
98,96,125,60,130,50,116,26.775,94.69,48.625,100,43.31,95.87,39.175,3,380
100,86,124,41,113,72,117,62.605,100,95.475,100,21.855,99.805,74.02,3,381
106,99,126,52,131,78,115,24.41,96.07,61.815,100,32.085,93.115,51.775,3,382
106,101,129,73,126,56,125,27.76,95.28,88.585,98.825,42.325,100,59.06,3,383
107,95,128,58,119,68,72,31.3,98.035,82.88,100,37.995,100,20.87,3,384
91,98,132,48,118,80,98,30.125,99.02,69.1,100,48.23,93.515,42.915,3,385
103,87,132,54,113,73,77,46.66,100,88.59,100,48.035,88.19,37.995,3,386
110,97,142,61,123,81,73,51.38,96.66,93.315,100,77.17,90.36,20.87,3,387
90,101,134,57,112,75,76,31.5,93.71,80.715,100,59.45,61.03,39.18,3,388
111,101,98,46,108,84,89,25,87.605,95.48,100,61.62,57.485,41.34,3,389
100,80,83,59,110,74,91,32.88,100,62.8,100,71.46,36.615,65.36,3,390
116,92,72,68,105,84,92,25.985,99.215,68.51,100,98.625,21.855,57.88,3,391
81,88,66,62,104,81,82,20.475,100,66.345,100,76.975,17.915,47.245,3,392
105,101,89,56,71,75,78,60.24,91.74,57.09,100,85.635,16.93,37.6,3,393
83,92,63,64,105,85,76,63.985,99.61,72.645,100,81.895,18.9,20.475,3,394
110,82,64,53,82,83,83,58.275,97.445,80.915,100,85.635,12.99,27.17,3,395
52,39,40,36,47,36,33,31.5,50.395,31.89,50.195,39.57,4.725,11.81,3,396
106,81,76,63,102,86,75,52.955,94.885,63.195,100,75.79,16.34,29.925,3,397
84,81,79,63,83,78,72,37.01,99.415,67.92,100,79.93,13.98,20.28,3,398
109,79,78,55,99,66,79,62.8,100,56.695,100,69.1,10.24,20.67,3,399
109,93,74,36,117,70,75,70.675,98.035,66.15,100,34.845,16.14,33.47,3,400
105,89,81,52,113,75,74,61.025,100,67.13,100,46.655,13.98,20.275,3,401
112,87,78,47,79,62,71,57.88,98.43,56.895,100,65.16,14.765,24.215,3,402
114,89,85,38,104,75,79,34.45,68.115,63.785,100,64.77,10.24,76.975,3,403
89,77,96,41,119,66,89,23.035,92.72,57.68,100,41.34,8.465,46.66,3,404
99,85,81,30,142,76,70,26.775,100,63.785,100,41.93,11.815,55.32,3,405
111,74,83,32,118,82,73,33.86,100,58.275,100,44.885,17.525,28.94,3,406
126,77,77,57,118,81,66,32.875,100,59.45,100,37.405,15.75,27.365,3,407
106,100,69,50,127,86,86,25.4,98.04,63,100,28.545,27.955,37.605,3,408
106,89,78,49,124,86,68,51.97,100,66.54,100,25.005,17.13,26.775,3,409
99,77,76,49,131,84,80,34.255,98.625,60.635,100,31.305,16.535,12.99,3,410
117,82,91,45,129,73,77,39.57,99.61,61.42,100,22.64,8.265,16.735,3,411
102,82,95,51,133,77,63,41.145,100,23.035,100,23.23,10.83,19.885,3,412
112,75,83,66,111,81,85,42.13,100,17.715,100,21.46,20.475,52.76,3,413
105,91,90,66,136,68,74,56.5,89.965,33.665,100,29.135,9.255,58.27,3,414
94,95,86,81,122,82,95,55.91,90.555,67.13,85.24,20.865,19.1,30.515,3,415
89,91,101,64,135,90,80,55.715,62.405,38.975,97.64,28.155,22.84,37.8,3,416
114,97,91,68,139,78,84,43.9,74.415,81.305,99.415,27.365,12.405,36.81,3,417
92,98,88,60,122,77,94,68.51,74.81,100,100,19.685,11.22,33.465,3,418
94,106,83,64,142,92,75,70.675,51.58,94.495,100,29.725,17.52,15.75,3,419
83,82,102,48,140,94,69,86.625,34.055,82.09,100,27.56,18.9,32.09,3,420
110,86,92,76,122,80,76,61.42,24.805,93.31,100,20.87,12.595,19.685,3,421
106,102,58,67,117,84,75,61.225,22.05,100,76.975,26.97,11.22,44.49,3,422
101,99,96,91,145,96,77,66.935,29.925,74.02,63.39,26.575,23.82,59.06,3,423
116,96,130,66,127,80,85,56.5,21.065,57.485,98.035,22.445,34.45,33.27,3,424
126,86,145,82,132,93,69,48.625,15.55,38.98,50.59,25.395,26.97,29.135,3,425
121,99,127,94,127,74,68,32.48,16.535,33.86,44.1,26.185,15.16,32.68,3,426
100,112,143,102,133,94,93,59.65,20.475,63.585,51.185,24.805,31.105,50.005,3,427
84,98,120,83,130,88,91,63.39,25.59,35.24,84.455,36.225,17.525,29.73,3,428
84,84,138,69,138,91,77,69.1,17.52,72.84,94.49,28.35,11.615,23.03,3,429
80,113,121,77,115,84,70,66.74,31.105,80.715,71.855,22.84,15.355,24.41,3,430
90,97,132,91,117,83,74,71.66,29.33,31.695,69.69,20.67,17.125,30.71,3,431
95,104,86,94,119,93,88,64.965,23.82,36.615,71.855,22.245,18.305,37.01,3,432
114,113,80,94,141,81,68,46.465,26.38,39.965,56.105,30.905,22.05,10.43,3,433
110,94,93,89,114,92,74,34.645,22.835,61.615,48.43,14.57,14.57,27.955,3,434
114,87,67,84,105,80,65,36.42,27.365,9.055,42.325,15.95,12.21,9.845,3,435
101,79,92,83,117,86,62,56.895,13.78,15.95,56.895,20.275,11.42,9.645,3,436
63,94,85,100,112,82,70,36.62,18.305,18.705,50.985,16.34,20.675,12.99,3,437
71,91,90,86,130,71,60,55.91,33.27,19.49,38.39,31.495,14.175,10.04,3,438
74,92,88,80,104,85,68,51.775,48.625,16.14,76.58,18.31,12.795,19.885,3,439
95,109,92,86,136,81,66,51.975,25,18.31,64.57,25.4,13.19,25.59,3,440
119,100,77,100,106,88,74,53.15,25.4,25.985,51.185,20.475,41.935,30.905,3,441
130,97,104,84,131,89,71,50.99,18.9,24.015,63.98,25.595,66.735,18.9,3,442
130,83,79,96,132,81,69,45.475,15.945,17.13,53.35,22.05,24.21,12.005,3,443
124,100,101,96,123,90,70,28.15,25.005,25,43.905,20.28,17.52,25.4,3,444
120,91,81,96,110,79,67,19.49,16.14,16.93,46.46,19.685,11.415,30.71,3,445
100,93,77,81,109,72,69,20.475,23.82,11.22,30.91,21.26,7.285,19.095,3,446
119,96,80,85,122,72,70,25.2,20.675,47.245,74.02,23.425,18.9,13.19,3,447
130,101,86,94,128,93,108,31.105,19.885,31.89,62.6,24.41,20.08,46.07,3,448
130,95,92,76,126,74,113,40.95,20.87,47.445,40.555,22.445,12.6,59.06,3,449
130,83,75,96,112,67,106,40.16,15.36,45.87,47.835,22.835,9.45,54.53,3,450
130,86,86,97,109,87,83,48.825,24.02,34.845,47.445,22.05,13.385,24.215,3,451
130,88,85,96,103,90,98,41.935,19.095,39.375,47.25,19.095,25.2,20.08,3,452
130,85,69,80,108,90,95,43.115,21.26,24.215,43.51,22.64,24.41,20.08,3,453
102,102,82,80,124,61,91,37.21,21.46,32.285,71.66,30.12,12.795,19.885,3,454
83,80,73,96,93,86,96,11.615,16.93,23.625,75.595,16.34,17.715,16.535,3,455
70,110,81,85,103,82,91,10.825,31.895,28.94,58.27,20.08,16.93,16.73,3,456
86,100,67,79,104,81,112,13.19,18.115,13.385,52.76,14.965,21.455,16.34,3,457
73,93,65,93,105,95,97,13.98,18.305,8.27,42.915,13.58,29.92,29.925,3,458
70,90,76,79,121,83,76,9.845,15.55,28.745,42.33,25,11.02,38.19,3,459
67,78,95,65,129,81,66,9.055,12.99,48.825,34.65,23.23,10.435,20.865,3,460
78,96,90,76,116,65,67,17.325,17.915,44.1,54.73,19.49,8.27,34.65,3,461
87,87,80,69,122,60,75,13.19,16.93,35.235,55.91,21.26,5.905,17.915,3,462
87,70,85,87,107,72,59,12.01,10.24,15.355,40.945,17.125,9.25,9.45,3,463
71,75,82,73,112,67,89,14.96,11.615,13.585,31.89,17.52,8.07,28.15,3,464
104,102,85,79,96,74,101,29.925,17.52,17.325,39.57,20.475,9.645,26.185,3,465
130,74,81,78,117,88,98,48.23,11.81,51.97,32.68,21.655,11.415,14.175,3,466
130,75,88,83,106,77,96,49.805,10.63,32.285,35.435,17.325,9.055,19.295,3,467
130,71,88,79,115,64,99,51.775,10.24,19.295,32.285,17.325,6.89,18.7,3,468
130,74,76,82,107,55,98,51.385,10.435,28.745,31.5,43.31,5.905,36.615,3,469
130,77,81,88,111,63,78,44.295,11.615,36.81,36.81,16.93,7.48,22.245,3,470
73,67,69,64,103,67,73,24.215,9.645,31.895,23.425,24.02,7.875,9.25,3,471
58,49,103,57,103,62,101,8.665,6.1,52.955,19.49,14.765,6.1,17.325,3,472
107,78,70,77,96,59,77,37.205,13.19,9.645,26.775,14.96,5.705,19.295,3,473
130,65,80,67,108,60,77,44.49,7.68,13.98,21.265,16.535,6.695,18.31,3,474
123,78,65,86,95,57,72,34.65,12.405,8.27,34.255,11.615,6.89,8.07,3,475
101,90,64,82,97,69,76,25.985,14.765,8.66,33.465,13.39,8.66,12.21,3,476
130,58,60,78,82,70,70,48.035,8.465,8.07,30.515,12.795,11.22,10.435,3,477
120,70,106,71,95,61,82,42.92,8.66,20.08,26.38,14.57,6.89,13.385,3,478
97,58,74,67,85,61,78,48.035,8.075,9.845,20.275,12.005,6.295,10.63,3,479
88,64,72,65,99,58,62,48.625,8.465,13.78,21.46,15.155,5.71,8.66,3,480
87,65,67,59,80,55,55,50.205,8.27,11.615,23.23,11.615,4.92,18.505,4,481
106,65,66,74,97,54,40,46.465,11.025,16.14,27.955,16.145,5.115,5.315,4,482
130,50,56,63,77,57,48,39.965,6.3,10.63,24.41,10.04,5.515,9.45,4,483
130,71,71,76,102,55,47,35.635,16.145,11.42,30.51,14.965,5.905,6.695,4,484
130,58,72,61,83,58,31,34.845,18.895,10.04,27.56,12.995,6.89,3.54,4,485
130,49,55,53,69,53,41,36.42,7.28,5.51,20.87,8.465,5.12,4.92,4,486
68,62,53,69,72,52,47,11.615,9.65,5.905,31.3,9.645,5.515,6.495,4,487
76,62,58,55,94,55,50,9.45,10.235,7.28,24.215,12.01,5.315,10.83,4,488
91,57,66,59,90,51,52,12.01,8.465,10.04,20.475,11.81,4.92,6.69,4,489
64,68,70,68,87,54,60,7.285,10.435,9.055,27.165,12.6,4.525,12.405,4,490
70,56,53,66,85,68,47,8.27,7.085,6.89,19.095,13.19,7.875,5.51,4,491
60,67,70,77,85,55,56,6.695,8.265,9.25,24.215,11.225,4.725,8.07,4,492
69,62,55,73,84,58,38,8.07,7.085,7.085,20.67,10.435,5.315,4.33,4,493
63,62,48,67,69,50,37,7.285,6.89,6.1,21.065,9.055,4.53,4.53,4,494
75,60,59,70,73,56,39,8.075,7.68,8.07,21.265,9.45,4.725,4.925,4,495
69,39,44,46,52,47,41,6.695,3.94,6.1,13.98,6.89,4.33,4.725,4,496
71,49,50,59,59,42,29,7.48,5.91,5.905,19.69,8.07,4.335,3.545,4,497
42,68,49,79,67,52,39,3.74,8.27,6.69,25.985,10.04,5.51,4.53,4,498
58,56,42,69,75,50,38,5.905,7.285,4.725,22.64,9.645,4.525,4.33,4,499
66,43,51,55,82,58,33,6.89,4.725,5.515,16.54,12.6,6.1,3.545,4,500
58,51,38,67,69,47,34,6.1,5.71,3.94,22.64,9.25,4.33,4.13,4,501
51,45,55,51,75,38,44,4.725,5.115,5.71,16.145,10.435,3.74,5.315,4,502
70,51,56,65,75,59,48,7.68,5.705,8.27,21.85,9.45,6.695,5.905,4,503
75,51,64,52,92,43,39,7.485,5.905,7.48,15.75,13.785,3.935,4.92,4,504
82,48,49,59,53,55,25,8.66,5.315,5.705,19.49,7.085,5.71,2.755,4,505
40,40,31,48,53,38,27,3.935,4.72,3.345,19.1,6.495,3.54,3.15,4,506
43,44,44,54,61,28,30,4.13,4.92,5.905,17.52,8.07,2.36,3.935,4,507
46,48,36,63,48,44,30,4.525,5.51,3.935,17.72,6.495,3.935,2.955,4,508
34,48,42,50,63,51,36,2.755,5.12,4.925,13.58,8.27,4.92,4.13,4,509
49,42,38,45,68,36,41,4.725,4.525,4.33,12.205,8.66,3.145,4.725,4,510
33,49,48,49,69,34,38,2.755,5.51,5.315,16.73,10.435,3.35,3.935,4,511
48,40,48,42,63,43,31,5.115,3.94,5.71,13.78,8.66,4.13,3.54,4,512
37,33,40,30,77,26,38,3.545,3.15,4.525,7.48,10.04,2.56,3.74,4,513
47,52,55,55,60,31,17,4.92,6.3,6.5,23.425,8.465,3.15,1.97,4,514
49,35,35,36,48,35,27,5.12,4.13,4.135,10.83,6.3,4.725,2.955,4,515
43,42,44,44,64,26,30,3.935,4.135,5.515,13.385,10.435,1.965,3.345,4,516
45,43,33,60,45,36,25,3.935,4.53,3.935,16.535,5.705,3.345,2.56,4,517
32,30,46,40,66,35,24,2.755,3.145,5.12,10.235,9.45,3.345,2.56,4,518
40,43,42,46,64,41,27,3.545,4.53,4.33,13.975,9.645,3.345,3.15,4,519
40,40,41,53,52,30,22,3.545,4.525,6.495,15.355,9.45,2.56,2.36,4,520
38,35,36,37,53,32,26,3.345,3.74,3.74,11.415,8.07,2.955,2.755,4,521
41,27,47,29,57,35,18,4.53,2.95,5.71,11.22,8.665,2.955,1.77,4,522
42,37,42,44,46,28,26,4.135,3.74,4.525,12.6,7.285,2.165,2.755,4,523
34,38,36,44,54,26,26,3.345,3.935,3.345,12.01,7.285,1.965,2.76,4,524
32,33,43,35,57,26,30,2.955,2.955,5.315,10.04,7.085,2.165,3.345,4,525
32,36,35,39,51,27,20,2.95,3.54,3.94,9.65,7.675,2.36,1.965,4,526
29,29,38,39,44,20,16,2.56,3.15,4.135,10.04,5.91,1.965,1.57,4,527
33,24,23,30,37,27,19,3.345,2.755,2.165,7.875,4.525,2.365,1.97,4,528
23,32,34,37,40,22,22,2.165,3.935,3.15,11.22,4.53,1.77,2.36,4,529
27,39,22,48,30,47,18,2.165,4.33,2.36,16.535,3.74,4.92,1.575,4,530
22,25,22,29,43,33,24,2.165,2.755,2.165,7.875,7.09,2.95,2.56,4,531
26,46,37,54,59,33,20,1.77,4.53,4.135,13.19,7.48,2.76,1.97,4,532
32,35,33,42,41,34,21,2.56,3.74,3.345,15.155,4.525,3.15,1.97,4,533
33,41,22,48,29,29,20,2.56,3.935,2.36,12.995,2.755,2.95,1.97,4,534
24,37,26,43,36,26,15,2.755,3.15,2.56,10.24,3.74,2.165,1.77,4,535
26,28,25,37,37,29,18,2.36,2.56,2.95,11.025,5.12,2.36,1.97,4,536
25,16,20,23,29,22,14,2.165,1.965,1.77,6.495,3.545,1.77,1.375,4,537
15,20,17,26,29,19,11,1.18,1.97,1.575,8.07,3.545,1.57,0.985,4,538
22,27,26,27,29,16,15,1.77,2.555,2.36,8.265,2.755,1.18,1.38,4,539
24,26,20,40,32,30,13,1.77,2.555,1.77,12.205,3.35,2.755,1.575,4,540
17,16,18,21,31,16,19,1.575,1.575,2.365,6.3,4.925,1.38,1.77,4,541
24,20,24,27,30,23,19,2.165,1.77,2.555,6.89,3.15,1.77,1.77,4,542
23,24,30,32,45,20,17,1.575,2.365,3.15,8.465,5.515,1.38,1.965,4,543
24,30,16,38,24,26,13,2.36,3.15,1.575,12.795,2.95,2.365,1.18,4,544
22,23,24,30,31,40,15,1.77,1.97,2.56,9.645,3.74,3.935,1.375,4,545
20,28,19,24,41,13,20,1.575,2.76,1.77,5.705,4.525,0.79,2.165,4,546
29,23,34,24,48,16,13,2.555,2.165,3.74,6.495,5.705,1.18,1.375,4,547
24,18,20,20,30,17,9,2.56,1.575,1.57,5.315,3.15,1.38,0.985,4,548
26,25,19,28,24,11,14,1.97,2.165,1.97,6.695,4.33,0.79,1.575,4,549
21,23,24,26,41,15,20,1.575,1.97,2.755,6.69,5.315,1.18,2.165,4,550
24,30,30,33,32,20,14,1.97,3.15,2.955,10.825,3.345,1.375,1.375,4,551
21,18,20,30,28,25,14,1.77,1.97,1.77,8.27,3.345,2.165,1.575,4,552
14,25,15,30,30,25,15,0.785,2.36,1.18,7.09,3.545,1.97,1.575,4,553
25,28,28,33,38,22,18,1.77,2.755,2.755,9.645,4.72,1.77,1.965,4,554
14,24,18,28,26,24,13,1.18,2.365,2.165,8.27,3.15,2.165,1.38,4,555
17,21,20,30,36,23,20,1.18,2.165,1.97,9.055,4.33,2.165,2.165,4,556
25,23,19,23,34,17,12,2.165,2.365,2.165,6.3,5.71,1.375,1.18,4,557
23,25,24,23,35,20,11,1.965,2.955,2.56,7.09,4.53,1.77,0.985,4,558
19,22,19,28,25,15,13,1.77,2.165,2.36,8.665,2.755,1.375,1.38,4,559
23,19,18,22,35,24,13,1.965,1.775,1.97,5.315,4.13,1.965,1.575,4,560
20,19,29,21,36,14,11,1.57,1.38,3.15,4.92,4.33,1.18,1.18,4,561
20,15,18,22,22,14,12,1.575,1.77,1.965,6.495,2.36,0.98,1.18,4,562
17,20,23,21,37,10,5,1.18,2.555,2.56,5.905,4.135,0.985,0.39,4,563
23,24,13,25,20,21,12,1.77,2.56,1.18,9.25,2.36,1.97,0.98,4,564
23,13,18,21,21,20,13,1.965,1.18,1.77,6.3,2.365,1.77,1.18,4,565
18,24,22,23,30,24,12,1.375,2.365,2.165,5.515,4.135,1.965,0.985,4,566
27,26,19,30,38,17,13,1.77,3.15,1.575,7.68,6.3,1.375,1.575,4,567
15,23,24,26,36,11,22,1.375,2.56,2.36,7.285,3.94,0.98,2.165,4,568
28,18,31,23,39,23,11,2.36,1.97,3.74,6.5,4.525,1.97,0.985,4,569
15,27,16,26,31,16,21,1.18,2.755,1.77,7.675,3.345,1.18,2.165,4,570
28,28,23,28,40,17,14,2.165,3.345,2.365,9.645,4.53,1.575,1.375,4,571
25,27,28,32,42,14,21,1.97,3.94,2.955,9.65,6.105,1.375,2.165,4,572
30,23,26,26,38,21,12,2.76,2.36,2.56,9.84,5.51,2.95,1.18,4,573
20,25,18,34,34,23,17,1.97,2.755,1.775,11.025,4.135,2.56,1.97,4,574
24,28,36,32,41,19,17,2.165,3.35,4.135,12.005,5.115,1.57,1.575,4,575
29,18,25,23,37,19,11,2.165,1.965,2.165,6.3,4.33,1.97,0.985,4,576
20,25,22,23,30,11,17,1.575,3.35,2.36,6.89,4.53,0.785,1.77,4,577
18,33,26,43,36,26,17,1.77,3.15,2.95,13.19,4.92,2.755,1.77,4,578
33,29,26,35,39,21,17,2.755,4.335,2.56,17.525,5.315,2.95,1.77,4,579
19,39,20,30,24,25,13,1.77,6.1,2.165,10.04,3.35,1.97,1.375,4,580
21,24,22,40,34,27,15,1.965,2.955,7.085,15.75,3.935,2.755,1.18,4,581
29,34,31,43,44,29,19,2.56,4.525,3.345,19.095,6.105,3.15,1.77,4,582
28,27,29,32,33,27,18,2.36,3.35,2.755,10.435,3.74,3.15,2.165,4,583
28,38,26,48,43,25,16,2.165,4.525,3.15,25.985,6.89,3.345,1.77,4,584
30,33,27,40,45,25,23,2.56,4.33,2.76,15.945,6.3,3.54,2.365,4,585
26,48,32,42,49,26,19,2.365,6.105,3.345,14.765,6.89,3.15,2.56,4,586
33,41,34,51,47,32,26,3.35,5.115,4.33,17.325,7.285,3.54,4.135,4,587
37,42,46,46,66,47,26,3.74,4.92,6.3,15.555,10.83,5.315,3.35,4,588
28,47,26,54,43,37,24,2.165,5.515,3.935,18.31,7.28,3.545,2.555,4,589
33,49,50,56,79,31,32,2.955,6.89,52.17,31.695,9.645,3.15,3.54,4,590
58,40,52,57,64,43,34,6.1,4.33,13.98,18.7,7.48,4.33,3.545,4,591
53,64,36,73,59,34,23,4.72,7.87,2.955,27.76,7.675,3.15,3.345,4,592
36,56,51,60,81,41,42,3.345,9.65,13.975,27.365,11.415,4.725,5.12,4,593
54,63,56,59,60,38,38,5.12,20.865,5.905,52.17,9.055,4.525,5.315,4,594
44,59,57,71,82,49,45,3.74,5.905,7.285,27.565,12.205,6.1,5.71,4,595
59,56,58,71,85,40,53,6.89,7.085,7.68,28.94,15.555,4.135,6.495,4,596
47,53,59,66,75,50,49,5.315,7.68,7.285,31.89,11.22,6.69,7.68,4,597
58,63,66,61,81,39,60,5.71,8.665,10.04,29.725,15.945,4.53,9.645,4,598
59,60,66,82,94,53,50,6.89,6.495,11.615,39.77,17.72,6.89,6.89,4,599
70,65,63,70,89,48,55,8.66,7.485,7.485,31.695,14.175,4.925,6.495,4,600
55,72,70,65,95,63,41,6.495,10.63,7.675,42.52,14.175,6.89,6.3,4,601
51,46,56,65,82,48,59,6.3,19.095,6.89,34.845,12.995,6.695,8.86,4,602
52,63,71,63,98,51,57,6.3,13.385,11.42,36.025,18.31,5.51,11.02,4,603
68,72,83,59,98,60,63,8.465,12.795,24.61,49.215,15.75,7.285,13.19,4,604
85,80,79,64,104,55,72,12.205,25,12.01,59.06,21.065,7.675,22.05,4,605
75,83,85,78,109,64,76,9.25,25.005,33.075,71.07,25.79,8.665,22.245,4,606
85,83,96,47,111,47,70,16.34,22.245,14.565,84.06,20.67,5.91,23.43,4,607
89,81,80,50,103,73,42,12.6,28.545,12.4,100,17.915,10.825,5.905,4,608
62,71,57,60,79,66,57,7.875,51.775,7.68,100,19.1,6.495,9.055,4,609
62,74,84,55,107,80,71,7.68,80.52,13.39,94.295,22.245,12.6,11.615,4,610
75,67,78,37,106,78,77,8.265,75.99,13.98,100,22.445,10.63,16.14,4,611
90,66,77,37,101,74,50,12.795,100,13.785,100,18.115,10.435,11.225,4,612
80,72,94,36,116,77,77,10.63,100,16.735,100,19.685,11.22,22.835,4,613
87,63,80,46,69,69,61,13.19,98.825,12.8,100,42.125,8.66,58.27,4,614
81,68,87,42,59,76,62,14.96,98.43,12.6,100,52.365,11.815,72.05,4,615
79,78,85,42,122,73,69,11.81,100,12.795,100,24.02,10.235,78.55,4,616
90,80,85,53,127,83,75,13.19,100,21.06,100,31.5,11.415,76.385,4,617
36,38,51,32,67,32,35,4.53,32.48,7.68,50.395,31.495,4.92,38.39,4,618
88,92,106,70,118,69,63,19.095,52.56,60.245,100,21.065,7.875,88.59,4,619
120,83,88,53,120,69,59,28.15,27.76,20.475,100,21.655,12.005,83.47,4,620
